que that
tratando trying
vigo vigo
venus venus
determinada determined
hamilton hamilton
chinos chinese
segmento segment
destruido destroyed
ayudante assistant
ayudante adjutant
ayudante helper
ayudante deputy
servidor server
portero goalie
portero concierge
portero doorman
portero janitor
portero goalkeeper
portero porter
latin latin
escasa sparse
escasa scarce
aplicar apply
perfectamente perfectly
diablo devil
diablo diablo
repertorio repertoire
repertorio repertory
viviendo living
java java
transferencia transfer
transferencia transference
quinteto quintet
reconocer acknowledge
reconocer recognize
reconocer recognizing
reconocer recognise
more more
internos interns
internos intern
llena full
llena fills
llena fill
jueces judges
alcohol booze
alcohol alcohol
alcohol alcoholic
cubano cuban
rodeado surrounded
rodeado encircled
beatriz beatrice
beatriz beatriz
beatriz beatrix
destacadas highlights
destacadas featured
estable stable
inspirado inspired
entera integer
entera whole
labores labors
subir upload
subir climb
urbanos urban
uci uci
uci icu
iniciales initial
iniciales initials
alimento food
alimento feed
corre runs
corre run
praga prague
tigre tiger
tigre tigre
linux linux
light light
protesta protest
educativo educational
ochenta eighty
detener stop
detener halt
monumental monumental
responde respond
responde responds
lyon lyon
lyon lyons
celebran celebrate
palo stick
palo palo
cat cat
ondas airwaves
ondas waves
sufrido suffered
protestas protest
protestas protests
contratado contracted
contratado hired
manteniendo keeping
manteniendo maintaining
abundante plentiful
abundante abundant
digitales digital
altamente highly
conservatorio conservatory
conservatorio conservatoire
correcta correct
patricio patrick
patricio patricio
islandia iceland
islandia icelandic
controversia dispute
controversia controversy
tarjeta card
oklahoma oklahoma
orlando orlando
anillos rings
leyendas captions
leyendas legends
arenas arenas
arenas sands
morgan morgan
banderas banners
banderas flags
originario originating
acb acb
acb cba
acb cpf
voluntarios volunteers
voluntarios volunteer
vegetal vegetable
vegetal plant
versos verses
indicar indicate
transportes transports
transportes transportation
transportes transport
huir flee
horacio horatio
horacio horacio
horacio horace
distinciones honours
distinciones distinction
distinciones distinctions
literalmente literally
emisiones broadcasts
emisiones emissions
emisiones emission
supuestamente supposedly
supuestamente allegedly
western western
isaac isaac
bosnia bosnian
bosnia bosnia
destinos destination
destinos destinations
partidarios supporters
urss ussr
reacciones reactions
reacciones reaction
challenger challenger
queso cheese
leopoldo leopold
leopoldo leopoldo
ponce ponce
externo external
silvestre silvestre
silvestre wild
silvestre sylvester
gary gary
inca inca
inca incan
identificar identify
identificar identifying
narra narrates
narra recounts
ian ian
hip hip
smiths smiths
concilio council
escuchar hear
escuchar listening
escuchar listen
hop hop
catorce fourteen
legales legal
pelota ball
ferrer ferrer
tercio tercio
frases phrases
frases quotes
frases sentences
anuncio announcement
anuncio ad
anuncio commercial
anuncio advert
anuncio advertisement
azules blue
azules blues
tubo pipe
tubo tube
liceo lyceum
flamenco flamenco
flamenco flamingo
flamenco flemish
refleja reflects
cifras figures
carter carter
orange orange
quebec quebec
kentucky kentucky
lorena lorena
lorena lorraine
entrevistas interview
entrevistas interviews
futura future
conduce drives
conduce drive
bibliotecas libraries
bibliotecas library
propietarios landlords
propietarios owners
propietarios homeowners
propietarios proprietors
propietarios owner
hierba herb
hierba grass
hierba weed
detroit detroit
responsables responsible
convenciones convention
convenciones conventions
extremadamente extremely
toca tap
cubana cuban
hablan speak
amarilla yellow
abad abbot
publicadas published
iniciado initiated
iniciado started
iniciado begun
manifiesto manifesto
manifiesto manifest
fantasma ghost
fantasma phantom
commons commons
soluciones solutions
revuelta uprising
revuelta revolt
revuelta riot
implicados implicated
regulares regular
regulares regulars
especialidad specialty
especialidad speciality
contraste contrast
suyo yours
carlo carlo
generaciones generations
bello bello
arreglos fixes
arreglos arrangement
arreglos arrangements
arreglos arranging
esencial essential
esencial essentials
nombramiento nomination
nombramiento appointment
jerez sherry
jerez jerez
porto porto
abreviado abbreviated
abreviado abridged
esquema outline
esquema schematic
esquema scheme
esquema schema
piratas pirates
piratas pirate
sirven serve
permanecer remain
recibiendo receiving
recibiendo getting
dato data
faro faro
faro lighthouse
jon jon
phil phil
almacenamiento storage
especializado specialist
especializado specialised
especializado specialized
tarragona tarragona
enfrentarse confront
asignado assigned
asignado allocated
producidos produced
neutral neutral
walker walker
eurocopa uefa
eurocopa euro
separados separated
separados separate
omar omar
descanso break
descanso rest
presidenta chairperson
presidenta chairman
presidenta president
presidenta chairwoman
clemente clemente
clemente clement
presentador presenter
quintana quintana
utah utah
platos plates
platos dishes
vidrio glass
casarse marry
broadway broadway
desarrollada developed
free free
vila vila
derivados derivatives
derivados derivative
chihuahua chihuahua
contando counting
vasca basque
vivos alive
gerardo gerhard
gerardo gerardo
gerardo gerard
australiano aussie
australiano australian
ascendido promoted
ascendido ascended
asteroide asteroid
superfamilia superfamily
atentado attack
atentado bombing
restaurantes restaurant
restaurantes restaurants
perry perry
comer eating
comer eat
heridas wounds
heridas injuries
asedio siege
montana montana
privados private
onu un
francesco francesco
modernas modern
celebrar celebrate
intelectuales intellectuals
intelectuales intelligentsia
intelectuales intellectual
macho macho
macho male
alumno learner
alumno pupil
alumno student
steven steven
reemplazo replace
reemplazo replacement
setenta seventies
setenta seventy
clasificaciones classifications
clasificaciones ratings
clasificaciones rankings
bach bach
capas layers
capas capes
capas layer
capas layered
murray murray
perfecto perfect
mhz mhz
permitido permitted
permitido allowed
jordi jordi
jordi george
girls girls
universitarios university
tiros shots
trigo wheat
persa farsi
persa persian
tennessee tennessee
complejos complexes
complejos complex
mariana mariana
turco turco
turco turk
turco turkish
colegios schools
colegios colleges
enfrentamientos clashes
enfrentamientos confrontations
convocado convened
convocado summoned
apartado paragraph
participando participating
mineral ore
mineral mineral
sustancias substances
entero integer
entero whole
entero entire
impulso impetus
impulso impulse
impulso boost
impulso momentum
computadora computer
lectores readership
lectores reader
lectores readers
castellana castellana
integra integrates
integra integra
estabilidad stability
dependiente dependent
dependiente subsidiary
dependiente dependant
curva curved
curva curve
curva bend
alabama alabama
centra focuses
centra centers
krai krai
criminal criminal
tejidos tissues
tejidos tissue
tejidos woven
tejidos fabrics
tejidos textiles
fabricante manufacturer
cuadrado square
expulsado expelled
expulsado ejected
guerreros warriors
positivo positive
combatir combat
iguales equal
iguales equals
impuesto tax
impuesto taxes
ginebra gin
ginebra geneva
luces lights
interiores interiors
interiores interior
juveniles juvenile
juveniles juveniles
historieta comics
historieta comic
sindicato union
sindicato syndicate
masculina masculine
rick rick
desplazamiento displacement
reconocidos acknowledged
reconocidos recognised
reconocidos recognized
proporcionar provide
proporcionar providing
berlin berlin
pedido order
educativa educational
huelga strike
centrocampista midfielder
distinta different
eddie eddie
claudia claudia
claudia claude
apple apple
benjamin benjamin
capitales capitals
capitales capital
sostiene sustains
sostiene holds
adecuada adequate
just just
huesos bones
huesos bone
serena serena
declarada declared
unam unam
salsa salsa
salsa gravy
salsa sauce
salvaje wild
salvaje savage
baleares balearic
bryan bryan
alfabeto alphabet
manuscrito manuscript
petersburgo petersburg
gosse gosse
horizontal horizontal
vestido dressed
vestido dress
especializada specialised
especializada specialized
octavo eighth
palestina palestine
palestina palestinian
ampliar enlarge
ampliar zoom
ampliar expand
cartel poster
cartel billboard
cartel cartel
maryland maryland
arm arm
granja farm
granja farmhouse
patas legs
patas paws
vanguardia vanguard
vanguardia forefront
presentada presented
presentada submitted
masters masters
estatuto statute
estatuto statutes
dream dream
liderazgo leadership
mostrando showing
mostrando displaying
space space
lineal linear
franquicia franchise
franquicia franchising
tervuren tervuren
adquirir purchase
adquirir acquiring
adquirir acquire
linda linda
linda cute
linda nice
genes genes
genes gene
plana flat
nicolas nicolas
observaciones remarks
observaciones observations
observaciones comments
desembocadura mouth
pepe jiminy
pepe pepe
rivales rivals
rivales rival
alice alice
rayo beam
rayo ray
rayo thunderbolt
rayo lightning
organiza organize
organiza organises
organiza arranges
organiza organizes
bombas pumps
bombas bombs
maurice maurice
financieros financiers
financieros financial
cecilia cecile
cecilia cecilia
marte mars
retratos portraits
loco insane
loco crazy
loco mad
loco loco
exitoso successful
harrison harrison
stewart stewart
formalmente formally
argelia algiers
argelia algerian
argelia algeria
sound sound
novio groom
novio boyfriend
rechazo refusal
rechazo rejection
rechazo reject
parker parker
firmar signing
firmar sign
describir describe
describir describing
xavier xavier
chipre cyprus
guy guy
expresiones expressions
songs songs
ruptura breakup
ruptura rupture
emisora broadcaster
previsto planned
thys thys
adolescente teen
adolescente teenage
adolescente adolescent
adolescente teenager
actualizado updated
prototipo prototype
mencionada mentioned
latitud latitude
usted you
alfa alpha
alfa alfa
caudal caudal
caudal flow
ann ann
antecedentes backgrounds
antecedentes background
grabada engraved
guarda guard
edgar edgar
anchura width
anchura breadth
marciales martial
barry barry
utilidad useful
utilidad usefulness
utilidad utility
manchester manchester
beatles beatles
higgins higgins
celebrada held
celebrada celebrated
receptor receptor
receptor receiver
receptor recipient
personalmente personally
valenciano valencian
xbox xbox
force force
tramos tranches
tramos sections
tramos stretches
ken ken
campeona champ
campeona champion
lgbt lgbt
centre centre
pacheco pacheco
necesarias necessary
abraham abraham
colaboradores partners
colaboradores collaborators
colaboradores contributors
lost lost
baterista drummer
caras expensive
caras faces
supercopa supercup
supercopa supercopa
lesiones lesions
lesiones injury
lesiones injuries
parra parra
facilidad ease
libras lbs
libras pounds
modificar modify
modificar modifying
modificar amend
land land
cedido ceded
cedido loaned
definido defined
terrestres terrestrial
rara rare
figueroa figueroa
adquirido acquired
adquirido purchased
conecta connect
conecta connects
bus bus
mini mini
master master
africano african
let let
robinson robinson
otomano ottoman
over over
finanzas finance
finanzas financials
finanzas finances
suborden suborder
boxeo boxing
ocupada busy
ocupada occupied
renault renault
raymond raymond
comparte share
comparte shares
jerry jerry
favorable favourable
favorable favorable
bizantino byzantine
significativa meaningful
significativa significant
protegida protected
fiel faithful
derivado derivative
derivado derived
rodaje filming
rodaje shooting
escalera stairway
escalera staircase
escalera stair
escalera ladder
escalera stairs
heinrich heinrich
reglamento regulations
reglamento rules
reglamento regulation
arabia arabia
gigantes giants
gigantes giant
experimentos experiments
experimentos experimentation
paisajes scenery
paisajes landscapes
paisajes landscape
cuesta cuesta
mito myth
dispuesto willing
dei dei
grabados engraving
grabados engravings
grabados recorded
grabados prints
efectivo cash
robot robot
sra sra
sra mrs
cuota fee
cuota quota
roland roland
obreros workers
obreros workmen
sagrada sacred
primarias primaries
primarias primary
interpretaciones interpretations
hembra female
empresarial corporate
gold gold
procedimientos proceedings
procedimientos procedures
dominante dominating
dominante dominant
fred fred
rob rob
chaco chaco
luchador fighter
luchador wrestler
ligera light
ligera slight
ligera lightweight
facultades faculties
tocando touching
tocando playing
recuerdos memories
recuerdos souvenirs
recuerdos memory
site site
mantenido maintained
mantenido kept
popularmente popularly
wright wright
falla fail
falla failure
falla fails
falla flaw
falla misses
llano llano
llano plain
romper break
romper breaking
huerta orchard
huerta huerta
septentrional northern
seguimiento tracking
seguimiento monitoring
cerveza beer
chiapas chiapas
compuestas composite
compuestas compound
bloqueado locked
bloqueado blocked
maneras ways
infierno hell
infierno inferno
gastos expenditures
gastos expenditure
gastos expense
gastos expenses
africana african
conformado conformed
lucio lucio
lucio pike
lucio lucius
montenegro montenegro
avanzada advanced
nucleares nuclear
emma emma
terry terry
jornadas days
situados situated
lobos wolf
lobos wolves
lobos lobos
especialista specialist
octava eighth
octava octave
pendiente slope
pendiente earring
pendiente pending
pendiente outstanding
realista realist
realista realistic
century century
definitivo definite
definitivo final
definitivo definitive
recordar remembering
recordar recall
recordar remember
comenzando beginning
comenzando commencing
comenzando starting
autora author
testimonio witness
testimonio testimonial
testimonio testimony
malta malt
malta malta
balonmano handball
bloques blocks
positiva positive
separa separates
turner turner
vidal vidal
polvo dust
polvo powder
tomada taken
fija fixes
declara declare
declara declares
luxemburgo luxemburg
luxemburgo luxembourg
prusia prussia
prusia prussian
declaraciones declarations
declaraciones statements
ilustraciones illustrations
cross cross
ron ron
ron rum
estrada estrada
singular singular
vital vital
comenzado started
comenzado begun
phoenix phoenix
semi semi
maine maine
varsovia warsaw
masacre massacre
masacre slaughter
vinos wine
vinos wines
nominada nominee
nominada nominated
denuncia report
denuncia complaint
denuncia denunciation
decidir deciding
decidir decide
frutas fruit
frutas fruits
periodos periods
obtenidos obtained
graham graham
duquesa duchess
delito felony
delito crime
delito offence
metales metal
metales metals
sufrir suffer
renfe renfe
golf golf
asistencias assists
creencias beliefs
creencias belief
sucre sucre
baltimore baltimore
stars stars
party party
norman norman
humberto humberto
humberto humbert
humberto umberto
humberto hubert
participante participant
conexiones connections
cumplimiento compliance
cumplimiento fulfillment
aurora aurora
quedarse staying
condujo drove
australiana australian
efectiva effective
constituyente constituent
convertir convert
convertir converting
emite emits
llanura plain
llanura plains
levantamiento uprising
levantamiento uplift
levantamiento lifting
hebreo hebrew
propaganda propaganda
desea wish
desea wishes
thompson thompson
jay jay
secuela sequel
tributo tribute
placas plates
placas badges
placas plate
estructural structural
culpa blame
culpa guilt
causar causing
concejales councillors
singapur singapore
secreta secret
comerciantes traders
comerciantes merchants
comerciantes dealers
bank bank
meseta mesa
meseta plateau
hamburgo hamburg
ordenado ordained
ordenado ordered
ordenado orderly
pereira pereira
asociada associated
asociada associate
fiat fiat
estimada esteemed
estimada estimated
interfaz interface
poniendo putting
correa leash
correa correa
correa strap
colaborar collaboration
colaborar collaborate
colaborar collaborating
episcopal episcopal
secretaria secretary
circuitos circuits
circuitos circuit
magallanes magellan
distribuye distributes
distribuye distribute
concacaf concacaf
auxiliar assistant
auxiliar auxiliary
corteza bark
corteza crust
corteza cortex
verso verse
auge booming
auge boom
encargo commissioned
encargo order
afluentes tributaries
suave smooth
suave mellow
suave soft
suave mild
suave gentle
constantes constant
constantes constants
viaja travels
cbs cbs
suizo swiss
jamaica jamaica
jamaica jamaican
sencilla simple
sencilla easy
censura uncensored
censura censors
censura censor
censura censorship
rebelde rebel
rebelde rebellious
roll roll
paco paco
nancy nancy
crimea crimea
crimea crimean
liberado released
liberado freed
liberado liberated
narrativa storytelling
narrativa narrative
gerente manager
encuesta survey
encuesta poll
afecta affects
afecta affect
libertador liberator
libertador deliverer
generalidad generalitat
generalidad generality
efectivamente effectively
efectivamente indeed
virreinato viceroyalty
seca dry
seca dried
medir measuring
medir measure
asume assume
asume assumes
dieta diet
aparente apparent
discusiones discussions
discusiones discussion
discusiones arguments
stanley stanley
panorama panorama
realistas realistic
realistas realist
rin rin
rin rhine
animada animated
animada lively
nativa native
intensa intense
duelo duel
duelo grieving
duelo mourning
legend legend
seattle seattle
rectangular rectangular
hueso bone
administrativas administrative
donald donald
jacob jacob
ordenador computer
seguros insurance
seguros insurances
correr running
correr run
correr jogging
hms hms
telecomunicaciones telecom
telecomunicaciones telecommunications
telecomunicaciones telecoms
telecomunicaciones telecommunication
arequipa arequipa
iris iris
eventualmente eventually
maldonado maldonado
ocupando occupying
cantando chanting
cantando singing
examen review
examen examination
examen exam
ocasionalmente occasional
ocasionalmente occasionally
invitada guest
invitada invited
gov gov
homer homer
liverpool liverpool
rap rapping
rap rap
asistir attending
asistir assist
asistir attend
turistas tourists
turistas tourist
imdb imdb
actuando acting
anuncia announces
anuncia announce
lituania lithuanian
lituania lithuania
tendencias trend
tendencias trends
tendencias trending
secretos secrets
secretos secret
tommy tommy
probabilidad likelihood
probabilidad probability
provinciales provincial
amistoso friendly
amistoso amicable
convenio covenant
convenio convention
elaborado elaborate
elaborado elaborated
elaborado crafted
entretenimiento entertainment
temprano early
euphorbia euphorbia
direcciones directions
direcciones addresses
direcciones address
soprano soprano
now now
delitos offenses
delitos crimes
delitos offences
atletas athletes
informa informa
sonic sonic
semifinal semifinals
semifinal semifinal
asumir assume
espectro specter
espectro wraith
espectro spectra
espectro spectrum
espectro spectre
serio serious
gobernantes rulers
capacidades abilities
capacidades capacities
capacidades capabilities
inteligente clever
inteligente intelligent
inteligente smart
introducido entered
introducido introduced
ficticio fictitious
ficticio fictional
manhattan manhattan
concursos competitions
concursos contests
cia cia
cia cla
abundantes plentiful
abundantes abundant
dosis doses
dosis dosage
dosis dose
cubrir cover
citas quotations
citas quotes
citas appointments
citas dating
aprobada approved
investigar investigate
libreto libretto
filadelfia philly
filadelfia philadelphia
decidido decided
decidido determined
baden baden
falso false
falso fake
jesuitas jesuits
jesuitas jesuit
enfrenta confronts
humedad moisture
humedad humidity
tabasco tabasco
formaciones formations
destruida destroyed
testigo witness
afluente tributary
seguida followed
bros bros
bobby bobby
lugo lugo
reptiles reptile
reptiles reptiles
logo logo
sustancia substance
plus plus
estocolmo stockholm
nasa nasa
masiva massive
viendo seeing
viendo watching
mercurio mercury
gilbert gilbert
escobar escobar
sargento sarge
sargento sergeant
alturas heights
creencia belief
aterrizaje landing
campbell campbell
danny danny
ventajas benefits
ventajas perks
ventajas advantages
abandona abandons
abandona abandon
martes tuesday
martes tuesdays
requieren require
arsenal armory
arsenal armoury
arsenal arsenal
nigeria nigerian
nigeria nigeria
constantinopla constantinople
extrema extreme
gibraltar gibraltar
consola console
sentimiento feeling
sentimiento sentiment
cargas burdens
cargas charges
cargas uploads
cargas loads
complutense complutense
trato bargain
trato deal
suficientes enough
suficientes sufficient
when when
flash flash
place place
non non
reality reality
castillos castles
fuga fugue
fuga escape
fuga jailbreak
cleveland cleveland
dorada golden
dorada gold
abuela grandmother
abuela granny
abuela grandma
afueras environs
afueras outskirts
experto expert
frontal front
frontal frontal
aprovechando leveraging
aprovechando harnessing
considerablemente considerably
huevo eggs
huevo egg
tragedia tragic
tragedia tragedy
lagunas gaps
lagunas lagoons
beta beta
costera coastal
charlotte charlotte
azteca azteca
azteca aztec
patrones patterns
patrones stencils
patrones patrons
patrones pattern
patrones employers
how how
boeing boeing
transmisiones transmissions
transmisiones broadcasts
aliado allied
aliado ally
enfrentar confront
ama ama
ama mistress
ama loves
literarios literary
viejos old
traducciones translation
traducciones translations
pulgadas inch
pulgadas inches
arnold arnold
ladrillo brick
calvo bald
calvo calvo
calvo balding
barbara barbara
creer believe
creer believing
compartir sharing
compartir share
dependencia dependency
dependencia dependence
detective detective
probar prove
probar try
probar test
arroyos streams
arroyos creeks
arroyos brooks
volante flyer
sabio sage
sabio wise
budapest budapest
beca scholarship
provocando sparking
provocando causing
provocando provoking
velocidades velocities
velocidades speeds
gobernante ruler
madison madison
caridad charitable
caridad charities
caridad charity
llave wrench
llave key
exclusiva exclusive
estero estero
merced merced
armados armed
manuscritos manuscripts
manuscritos manuscript
rivas rivas
major major
necesariamente necessarily
tve tve
demonio daemon
demonio devil
demonio demon
note note
emitida emitted
carrillo carrillo
reside reside
reside resides
nazis nazi
nazis nazis
valdivia valdivia
luisiana louisiana
televisa televisa
malo bad
materias materials
materias subjects
urbanas urban
gases gas
gases gases
festividad festivity
ferroviario railway
potencias powers
ejemplar copy
ejemplar exemplary
separadas separated
express express
portugueses portuguese
normales normal
basket basket
estelar stellar
estelar star
montaje installation
montaje mounting
montaje assembly
montaje editing
demo demo
considerando considering
considerando recital
enviados sent
enviados messengers
enviados envoys
kent kent
larry larry
asesinados murdered
asesinados assassinated
asesinados killed
combatientes combatants
combatientes fighters
oponente opponent
prince prince
activamente actively
giuseppe giuseppe
pura pura
pura sheer
pura pure
forestal forestry
forestal forest
viola viola
track track
parodia spoof
parodia parody
evangelio gospel
honda slingshot
honda honda
loira loire
esfera sphere
esfera orb
muertes fatalities
muertes deaths
intenso intensive
intenso intense
vaya go
vaya wow
alvarado alvarado
litros gallon
litros litres
litros liter
litros liters
penales criminal
penales penal
shows shows
constituido constituted
constituido formed
name name
consulado consulates
consulado consulate
ingresar login
ingresar enter
editada edited
rangers rangers
prisionero prisoner
causando causing
disparo gunshot
disparo shooting
disparo shot
teorema theorem
extenso extensive
golpes strokes
golpes blows
golpes punches
mega mega
herbert herbert
dinosaurios dinosaurs
dinosaurios dinosaur
brevemente briefly
preparar prepare
extranjera foreigner
extranjera foreign
encontrados found
correspondencia correspondence
correspondencia mail
monjes monks
formatos formatting
formatos formats
vaticano vatican
bombardeo shelling
bombardeo bombardment
bombardeo bombing
respuestas responses
respuestas answers
respuestas replies
cooper cooper
duero douro
duero duero
august august
cambiando changing
cambiando switching
lento slow
summer summer
dramaturgo playwright
dramaturgo dramatist
apoyado supported
independientemente independently
independientemente regardless
col cabbage
col col
ludwig ludwig
cena dinner
cena supper
incluidas included
four four
pescado fish
republicanos republican
republicanos republicans
magic magic
lujo deluxe
lujo luxury
electrones electron
electrones electrons
wood wood
avances advances
avances breakthroughs
avances advancements
avances previews
avances progress
vacaciones vacations
vacaciones holiday
vacaciones vacation
vacaciones holidays
murallas wall
murallas walls
murallas ramparts
descendiente descendant
sainte sainte
eta eta
reduce reduces
reduce reduce
coronado crowned
coronado coronado
esperando waiting
esperando expecting
esperando hoping
robles oaks
robles robles
trajo brought
bienestar wellness
bienestar wellbeing
bienestar welfare
suplente alternate
suplente understudy
suplente substitute
sueca swedish
convencional conventional
philippe philippe
asesinatos killings
asesinatos assassinations
asesinatos assassination
asesinatos murder
asesinatos murders
fieles loyal
fieles faithful
southern southern
concha concha
concha shell
correctamente properly
correctamente correctly
perdida loss
perdida lost
significativo meaningful
significativo significant
desastre disaster
warren warren
ltd ltd
identificado identified
ejecutar execute
ejecutar run
studio studio
destinada destined
antoine antoine
armadura armor
armadura armour
espaciales spatial
espaciales space
dedicados dedicated
hits hits
tenor tenor
mortal deadly
mortal fatal
mortal mortal
reconocimientos examinations
reconocimientos reconnaissance
reconocimientos recognition
tallos stalks
tallos stems
casino casino
vencedor winner
vencedor victor
leipzig leipzig
delegado delegate
adoptado adopted
colinas hills
extranjeras foreign
apolo apollo
membrana membranes
membrana membrane
etnia ethnicity
etnia ethnic
ruido noise
ricos rich
ricos wealthy
radar radar
wagner wagner
quieren want
television television
teatros theatres
teatros theaters
teatros theater
fabricantes manufacturer
fabricantes manufacturers
finca farm
finca finca
finca estate
pilares pillars
edwards edwards
roman roman
oliva olive
oliva oliva
conservadores tories
conservadores conservative
conservadores conservatives
contener contain
secos dry
secos dried
escape exhaust
escape escape
shakespeare shakespeare
under under
eugenia eugenia
cap cap
cap chap
desarrollados developed
alternativas alternatives
logro accomplishment
logro achievement
entiende understands
entiende understand
profundamente profoundly
profundamente deeply
fresco fresh
fresco fresco
nacionalismo nationalism
cruzar crossing
adulto adult
disciplinas disciplines
responder respond
responder responding
responder answering
responder answer
responder reply
hermosa beautiful
hermosa gorgeous
propiamente proper
galaxia galaxy
age age
cubiertas covered
cubiertas covers
cubiertas decks
trasladar relocate
dependencias dependencies
produciendo producing
abu abu
bola ball
wolf wolf
certificado certified
certificado certificate
vigor vigor
vigor vigour
rita rita
uss uss
tanque tank
kiev kiev
serpiente snake
serpiente serpent
testigos witnesses
testigos eyewitnesses
testigos witness
economista economist
submarino submarine
submarino sub
submarino underwater
descubierta discovered
descubierta spotted
descubierta uncovered
solares plots
solares solar
progresivo progressive
estudia study
paloma dove
paloma pigeon
paloma paloma
folk folk
ira wrath
ira anger
ira ira
atractivo attractiveness
atractivo attraction
atractivo appealing
atractivo attractive
atractivo appeal
volar fly
volar flying
recta straight
ecuatoriano ecuadorian
entregado delivered
entregado surrendered
dick dick
jefferson jefferson
celeste celeste
celeste celestial
palermo palermo
asientos seating
asientos seats
dominios domains
dominios domain
falsa false
falsa fake
tribunales tribunals
tribunales court
tribunales courts
bond bond
cerdo pork
cerdo swine
cerdo pig
dorsal dorsal
blood blood
cajas boxes
ring ring
fiebre fever
pink pink
doblaje dubbing
hoteles hotel
hoteles hotels
blas bert
blas blas
blas blaise
bull bull
ayala ayala
derrotas defeat
derrotas defeats
macizo solid
macizo massif
sacramento sacramento
sacramento sacrament
neil neil
documentales documentary
documentales documentaries
introducir introduce
libia libyan
libia libya
canciller chancellor
collins collins
aldeas villages
silvia sylvia
silvia sylvie
silvia silvia
inmaculada immaculate
conjuntamente jointly
potente powerful
potente potent
respectivos respective
cerebral cerebral
determinados certain
soberano sovereign
emi emi
temporalmente temporarily
temporalmente temporary
divina divine
ilustres illustrious
acusaciones charges
acusaciones indictments
acusaciones allegations
acusaciones accusations
sudoeste southwestern
sudoeste southwest
prieto prieto
oso bear
cruzada crusade
teruel teruel
nat nat
mostrado shown
mostrado displayed
via via
excentricidad eccentricity
camp camp
rivadavia rivadavia
levante levant
levante levante
reunir assemble
reunir gather
reunir reunite
mirada glance
mirada gaze
mirada look
marquesado marquisate
sri sri
poblados villages
departamental departmental
plumas pens
plumas feathers
cerrar close
cerrar closing
molino windmill
molino mill
tronco log
tronco trunk
cuarteto quartet
nativo native
cook cook
eeuu usa
marquesa marquise
marquesa marquesa
reducida reduced
monstruo monster
escribiendo typing
escribiendo writing
dedos toes
dedos fingers
pasaje ticket
pasaje passage
denis denis
anunciado announced
anunciado advertised
futbol soccer
futbol football
vitoria vitoria
estonia estonian
estonia estonia
bacterias bacteria
ortodoxa orthodox
extendido widespread
extendido extended
ilegal illegal
ilegal unlawful
ejecutado executed
denominados denominated
intentando trying
intentando attempting
crecer growing
crecer grow
sismo earthquake
sismo quake
luchas fights
luchas struggles
helena helena
helena helen
trasera rear
apreciar appreciating
apreciar appreciate
discutir discuss
carece lacks
conducido driven
gabriela gabriella
gabriela gabriela
radios radio
radios radios
coordinador coordinator
poseer possessing
poseer possess
poseer owning
terrorismo terror
terrorismo terrorism
terrorismo terrorist
linares linares
side side
poderosa mighty
poderosa powerful
lunar lunar
precipitaciones rainfall
precipitaciones precipitation
capturar capture
capturar capturing
adquiere acquire
adquiere acquires
niega denies
dame gimme
defecto default
defecto flaw
defecto defect
marcada marked
sud lds
sud sud
viajeros travelers
viajeros travellers
sobrevivir survive
sobrevivir survival
sobrevivir surviving
ferrari ferrari
experimento experiment
consideradas considered
escasos scarce
escasos meager
escasos sparse
adolescentes teen
adolescentes teenage
adolescentes adolescent
adolescentes teenagers
adolescentes teens
adolescentes adolescents
