年 year
劫 robbery
鎖 lock
鎖 locks
人群 crowds
人群 crowd
簡化 streamlining
簡化 simplification
簡化 simplify
簡化 simplifying
簡化 streamlined
簡化 simplified
從未 never
土壤 soil
土壤 soils
再生 rebirth
再生 regeneration
水中 underwater
重組 reconfiguration
重組 restructuring
重組 reorganization
重組 reorganizing
重組 reorganisation
示威者 demonstrators
示威者 protesters
示威者 protestors
放映 screenings
放映 screening
四方 quad
四方 quartet
消費 consumed
消費 consumption
摩爾 moore
摩爾 mole
洗 wash
洗 washing
磨 grinding
磨 grind
隕石 meteorite
隕石 meteor
摧毀 destroy
船隻 ships
船隻 vessels
船隻 vessel
船隻 boats
船隻 ship
船隻 boat
否定 denial
否定 negative
個別 individually
個別 individual
橙 orange
橙 oranges
嚴格 rigorous
嚴格 strict
嚴格 strictly
排序 sort
排序 sorting
安定 valium
漆 varnish
漆 lacquer
物體 objects
牙齒 dental
牙齒 tooth
牙齒 teeth
薰 kaoru
元件 component
元件 components
元件 element
協調 coordinate
協調 coordinated
協調 coordination
協調 coordinating
新秀 rookie
尾巴 tail
妖怪 monster
度假 holiday
度假 vacation
度假 vacations
扣 buckle
客戶 customer
客戶 customers
客戶 client
客戶 clients
喙 beak
諾貝爾 nobel
治理 governance
選民 electorate
選民 electors
選民 voter
選民 voters
演技 acting
勇者 brave
肌肉 muscles
肌肉 muscle
肌肉 muscular
火車 train
火車 trains
磷酸 phosphate
蛙 frog
千年 millennium
觀看 watching
觀看 watch
重型 heavy
肩 shoulder
肩 shoulders
水手 sailor
答案 answer
答案 answers
臂 arm
領先 leading
領先 lead
參議院 senate
樟 camphor
武田 takeda
鏡頭 lens
鏡頭 camera
鏡頭 shots
頭銜 titles
前提 premise
前提 prerequisite
時尚 stylish
時尚 fashion
審判 trial
審判 trials
軍艦 warships
軍艦 warship
三角形 triangle
三角形 triangular
三角形 triangles
民生 livelihood
透明 transparent
透明 transparency
督察 inspector
同行 peer
野生 wild
大理 dali
用品 supplies
混凝土 concrete
碘 iodine
鈴 bell
秋季 autumn
秋季 fall
同事 colleague
同事 coworker
同事 coworkers
裁定 ruling
裁定 adjudication
封鎖 blockade
珍珠 pearl
珍珠 pearls
群眾 crowd
人民幣 rmb
人民幣 renminbi
棉 cotton
外交官 diplomat
外交官 diplomats
終極 ultimate
源於 originating
安置 placement
旋律 melody
召喚 summon
奔 ben
底部 bottom
衣服 clothing
衣服 clothes
認可 accreditation
終結 end
金鐘 admiralty
風險 risk
風險 risks
象棋 chess
剪 cut
標記 marking
標記 tags
標記 mark
標記 tag
標記 marks
標記 marker
指向 pointing
鋼鐵 steel
鋼鐵 iron
新教 protestantism
新教 protestant
南洋 nanyang
火焰 fire
火焰 flame
火焰 flames
雲南 yunnan
魁北克 quebec
速率 rate
年級 grade
聚會 party
聚會 gathering
夜間 nighttime
轟炸 bombings
轟炸 bombardment
轟炸 bombing
捐款 contributions
捐款 donation
捐款 donate
捐款 donations
烈士 martyrs
烈士 martyr
寵物 pet
寵物 pets
春季 spring
夫婦 couples
夫婦 couple
亞美尼亞 armenia
科爾 cole
卓越 excellence
晶片 chip
遷移 migrate
遷移 relocation
遷移 migrating
螢幕 screen
真菌 fungus
真菌 fungal
真菌 fungi
號碼 number
鞋 shoes
鞋 shoe
翟 zhai
馬其頓 macedonian
馬其頓 macedonia
俄亥俄州 ohio
羽毛 feather
羽毛 feathered
羽毛 feathers
消耗 depletion
消耗 consumption
期限 duration
期限 deadline
肥 fat
總計 total
總計 totals
社交 socialize
社交 socializing
社交 socially
社交 social
害怕 scared
概率 probabilities
概率 probability
缺少 missing
繪畫 painting
繪畫 drawing
繪畫 paintings
登山 climbing
登山 hiking
澎湖 penghu
溶液 solution
攻勢 offensive
攻勢 offensives
吸血鬼 vampire
被告 accused
被告 defendant
河谷 valley
暱稱 nickname
暱稱 nicknames
美人 beauty
朔 shuo
血管 veins
血管 vein
潛艇 submarine
人造 artificial
貝克 baker
彈藥 ammunition
彈藥 munitions
中止 aborting
中止 abort
決戰 duel
決戰 showdown
栗 chestnut
殺手 killer
頌 ode
偷 steal
偷 stealing
隱藏 hidden
隱藏 hide
隱藏 hiding
暗示 hints
星星 star
星星 stars
多元 pluralistic
多元 plurality
多元 plural
多元 pluralism
溝 ditch
道具 prop
道具 props
合金 alloy
合金 alloys
矮 short
矮 dwarf
討伐 crusade
酒吧 bars
酒吧 bar
酒吧 pub
撤回 withdrawn
撤回 withdraw
撤回 withdrawal
石川 ishikawa
延續 continuation
延續 continuance
盲 blind
民兵 militias
民兵 militia
民兵 militiamen
制服 uniforms
制服 uniform
介面 interface
介面 interfaces
介面 interfacing
場景 scene
場景 scenes
炮兵 artillery
召集 convene
痛 pain
證券 securities
星雲 nebula
怕 afraid
包裹 wrap
包裹 wrapped
包裹 parcel
包裹 package
配樂 soundtrack
山區 mountains
山區 mountain
進口 importing
進口 imports
進口 imported
進口 importation
進口 import
共和黨 republicans
中型 medium
匿名 anonymity
匿名 anonymous
陽光 sun
陽光 sunshine
陽光 sunlight
宗旨 aims
猜 guess
束 beam
渣 slag
現存 existing
行程 trip
行程 itinerary
拘捕 arrest
拘捕 arrests
信義 xinyi
鄉村 countryside
鄉村 villages
鄉村 village
偉大 great
房間 room
房間 rooms
溪流 streams
溪流 stream
運算 operation
運算 computing
回收 recycle
回收 recycling
回收 recovery
回收 recycled
卸任 outgoing
有用 useful
瘤 tumor
瘤 tumour
拉丁文 latin
收視率 ratings
電信 telecom
電信 telecommunications
電信 telecommunication
情緒 emotion
情緒 mood
情緒 emotions
被俘 captured
夫妻 couples
夫妻 couple
渤海 bohai
灌木 shrub
甜 sweet
離子 ion
離子 ions
演講 lectures
演講 speech
演講 lecture
榴彈 grenade
榴彈 grenades
偽 pseudo
百合 lilium
百合 lilies
百合 lily
體制 institution
麥可 michael
參觀 visit
淨 net
用語 terms
網友 netizens
土星 saturn
吉他手 guitarist
仁川 incheon
線路 line
挖掘 excavation
挖掘 excavations
挖掘 digging
槍械 guns
槍械 firearms
喉 throat
改組 restructuring
改組 reorganization
改組 reshuffle
屏東 pingtung
先進 advanced
順序 order
順序 sequence
護照 passports
護照 passport
底特律 detroit
罪行 crimes
川崎 kawasaki
傳送 transmission
嵐 arashi
嵐 lan
條款 clause
條款 terms
管道 conduit
管道 pipeline
管道 pipes
管道 pipe
管道 piping
管道 plumbing
路徑 pathway
路徑 path
路徑 pathways
路徑 paths
邏輯 logical
邏輯 logic
被殺 killed
新潟 niigata
墓地 cemetery
墓地 graveyard
看台 stands
範 van
範 fan
宮崎 miyazaki
終身 lifetime
變形 deformed
變形 transformation
變形 transform
變形 deformation
歡樂 joy
笛 flute
海報 poster
海報 posters
心臟 heart
受害者 victims
受害者 victim
否認 deny
否認 denial
否認 denying
公正 impartiality
公正 fairness
珍妮 jenny
驅逐 expulsion
驅逐 deportation
驅逐 evictions
驅逐 eviction
較低 lower
鳥類 birds
攜帶 carry
攜帶 carrying
虛擬 virtual
電機 motor
圖案 pattern
童軍 scout
童軍 scouts
昆蟲 insects
昆蟲 insect
摔角 wrestling
部件 widget
部件 parts
運動場 playground
運動場 stadium
卡洛斯 carlos
男友 boyfriend
許可 permit
許可 licence
許可 permission
卡片 cards
卡片 card
陝西 shaanxi
歐元 eur
歐元 euros
歐元 €
歐元 euro
集體 collective
集體 collectivity
胎 tire
近似 approximation
近似 approximate
近似 proximate
人名 names
熱門 popular
熱門 top
熱門 trending
崛起 rise
中隊 squadron
分手 breakup
貨運 cargo
貨運 shipment
貨運 freight
水泥 concrete
水泥 cement
平壤 pyongyang
隊友 mate
隊友 teammate
隊友 teammates
同位素 isotopes
同位素 isotope
教皇 pope
大使館 embassies
大使館 embassy
嘉義市 chiayi
初始 initial
財產 property
始終 always
支配 domination
支配 dominance
優先 priority
米勒 miller
碎片 fragments
碎片 debris
碎片 splinter
怪獸 beast
怪獸 monster
怒 anger
怒 angry
怒 wrath
怒 rage
密集 intensive
密集 dense
密集 intense
缺陷 flaw
缺陷 flaws
缺陷 defect
缺陷 deficiencies
缺陷 defects
流星 meteor
對稱 symmetric
對稱 symmetrical
對稱 symmetry
電訊 telecom
電訊 telecommunications
電訊 telecommunication
戲院 theatres
戲院 theater
戲院 theatre
戲院 cinema
加密 encryption
加密 encrypt
加密 cryptography
加密 encrypted
海盜 pirate
流程 flow
關東 kanto
武術 martial
武術 wushu
委內瑞拉 venezuela
已故 deceased
長野 nagano
星球 planet
謎 mystery
謎 puzzle
謎 enigma
鎮壓 repression
鎮壓 repressive
鎮壓 crackdown
鎮壓 suppression
苗族 hmong
苗族 miao
伊斯蘭教 islam
後備 backup
據點 stronghold
男爵 baron
長者 elders
長者 elderly
保證 guaranteed
保證 guarantee
航海 sailing
航海 nautical
師團 divisions
監視 surveillance
奈良 nara
有線 wired
有線 cable
梵 van
梵 brahma
發射器 launcher
發射器 transmitter
發射器 launchers
擴建 expansion
末端 ends
痛苦 suffering
痛苦 pain
助攻 assists
數值 values
數值 numeric
數值 value
月亮 moon
司機 chauffeur
司機 driver
滅亡 perish
叛亂 insurgency
叛亂 revolt
叛亂 mutiny
叛亂 rebellion
梅爾 mel
碰撞 collision
碰撞 collide
碰撞 clash
碰撞 collisions
簽 sign
契約 compact
契約 deed
契約 compacts
階級 class
圓形 circle
圓形 circular
帳號 account
共計 total
共計 totals
丘陵 hills
學科 disciplines
推測 speculation
後面 behind
巴林 bahrain
個體 individual
毛利 maori
毛利 mori
駁回 dismiss
動態 feed
動態 story
動態 dynamic
動態 stories
動態 activity
動態 dynamics
晉升 promotions
晉升 promotion
大氣 atmosphere
大氣 atmospheric
釋出 release
預期 expectation
預期 expectations
預期 expected
預期 anticipated
流感 influenza
流感 flu
劇院 theatres
劇院 theater
劇院 theatre
費城 philadelphia
鄒 zou
鄒 chow
人格 persona
人格 personalities
人格 personality
瘋狂 insane
瘋狂 crazy
瘋狂 madness
綽號 nickname
綽號 nicknames
幽默 humor
幽默 humour
實體 entities
實體 entity
異常 abnormal
異常 unusual
異常 anomalies
口號 slogans
口號 slogan
翻新 refurbishment
翻新 refurbished
翻新 renovated
翻新 renovation
維也納 vienna
繼任 successor
繼任 succession
都城 capitol
元帥 marshal
摩洛哥 morocco
獎章 medal
獎章 medallion
獎章 medals
楓 maple
症狀 symptoms
症狀 symptom
兵庫 hyogo
清除 clear
天橋 flyovers
天橋 flyover
天橋 overpass
蹄 hoof
神聖 sacred
神聖 holy
地表 surface
學位 degrees
學位 degree
光譜 spectral
光譜 spectra
光譜 spectrum
光譜 spectroscopy
景點 attractions
景點 sights
景點 attraction
流入 inflows
流入 inflow
適用 applicable
適用 apply
業餘 amateurs
業餘 amateur
腹部 abdominal
腹部 abdomen
肯尼迪 kennedy
寬頻 broadband
致命 lethal
致命 deadly
致命 fatal
魚雷 torpedo
魚雷 torpedoes
模糊 fuzzy
模糊 blurred
模糊 ambiguous
模糊 blurry
模糊 blur
猿 apes
猿 ape
斯通 stone
盆 basin
極限 limit
極限 limits
極限 extreme
蜂 bee
續集 sequels
續集 sequel
碗 bowl
碗 bowls
拼 spell
稍後 later
級別 level
代表團 delegation
代表團 delegations
起訴 prosecutions
起訴 indictments
起訴 indictment
比分 score
挖 dig
挖 digging
集會 assemblies
集會 rallies
集會 rally
區分 differentiation
區分 distinction
區分 distinguishing
傷亡 casualties
傷亡 casualty
信心 faith
信心 confidence
信心 confident
法文 french
明天 tomorrow
集結 rally
場合 occasion
杖 rod
先鋒 pioneer
先鋒 vanguard
先鋒 pioneers
動詞 verb
動詞 verbs
足利 ashikaga
體積 volume
體積 size
暗殺 assassination
暗殺 assassinations
噴射 jet
招收 intake
復仇 vengeance
復仇 revenge
燃燒 burn
燃燒 burning
感受 feel
感受 feeling
感受 feelings
射程 range
追溯 retroactive
追溯 retrospective
魅力 glamour
魅力 charisma
魅力 charm
茄 solanum
茄 eggplant
契丹 khitan
起義 uprising
起義 revolt
起義 intifada
兵團 regiment
廈門 xiamen
培訓 training
大教堂 cathedral
聯軍 coalition
暴露 exposed
暴露 exposure
培養 upbringing
培養 nurturing
培養 grooming
消費者 consumer
消費者 consumers
生育 childbirth
生育 procreation
生育 fertility
雲端 cloud
屍體 body
寸 inch
時刻 moments
時刻 moment
蝦 shrimps
蝦 shrimp
專利 patent
專利 patents
田徑 athletics
矛 spear
追蹤 track
追蹤 tracing
追蹤 tracking
售票 ticket
售票 ticketing
區別 distinction
區別 difference
搞笑 funny
搞笑 ig
搞笑 hilarious
三部曲 trilogy
村落 village
發言人 spokesperson
發言人 spokesman
葡萄酒 wine
音樂劇 musical
樸 park
半徑 radius
六個 six
標籤 labels
標籤 tag
標籤 tab
標籤 tags
標籤 label
放大 zoom
肝 liver
日間 daytime
傳記 biographies
傳記 biography
失望 disappointing
失望 disappointed
失望 disappointment
瑾 jane
勉 mian
雅克 jacques
安迪 andy
辦公 office
屬性 attribute
屬性 property
屬性 properties
屬性 attributes
種植 planting
種植 cultivation
氫 hydrogen
數百 hundreds
豐田 toyota
名譽 honour
名譽 honorary
名譽 reputation
名譽 honor
光子 mitsuko
光子 photon
特點 characteristics
特點 features
特點 characteristic
磷 phosphorus
品種 breeds
品種 breed
品種 varieties
書記 clerks
書記 clerk
瑪莉 mary
霜 frost
霜 cream
海豚 dolphin
海豚 dolphins
紫色 purple
電流 current
特快 express
正統 orthodoxy
正統 orthodox
國外 overseas
國外 abroad
千克 kilograms
千克 kg
千克 kilogram
千克 kilo
密碼 code
密碼 password
密碼 passwords
帽子 hats
帽子 hat
普查 census
普查 censuses
中西 midwest
海軍陸戰隊 marines
歌劇 opera
歌劇 operas
焦點 focus
冬天 winter
紀元 epoch
幸運 lucky
里斯本 lisbon
霍爾 hall
資本 capital
幹部 cadres
幹部 cadre
拓展 expansion
拓展 expand
團結 unity
團結 solidarity
三級 level
魔鬼 devil
獎勵 rewards
獎勵 bonus
獎勵 incentives
獎勵 awards
獎勵 reward
合唱團 choir
合唱團 chorus
國防 defense
國防 defence
文書 instrument
文書 instruments
容許 permissible
容許 allow
意圖 intention
意圖 intent
意圖 intentions
物件 object
物件 objects
背後 behind
背叛 betrayal
培育 nurturing
培育 breeding
培育 nurture
培育 cultivate
物流 logistics
味道 taste
味道 tastes
味道 smell
空降 airborne
潮流 tide
招募 recruitment
招募 recruiting
招募 recruit
歐陽 ouyang
對決 showdown
體驗 experiences
體驗 experience
禽 poultry
禽 fowl
河內 hanoi
總數 totals
裝飾 decoration
裝飾 decor
裝飾 deco
裝飾 decorating
裝飾 decorations
婚禮 weddings
婚禮 wedding
術語 term
術語 terms
術語 terminology
接待 reception
倒塌 collapse
公理 axiom
公理 axiomatic
梅花 clubs
梅花 plum
改寫 rewriting
改寫 rewrite
明日 tomorrow
櫻花 sakura
王牌 aces
王牌 ace
爪哇 java
縮短 shorter
縮短 shortened
縮短 shorten
縮短 shortening
上限 ceiling
上限 cap
上限 limit
星期二 tuesday
研究者 researcher
研究者 researchers
合格 qualified
水果 fruit
水果 fruits
補給 recharge
補給 resupply
指標 indicators
指標 metrics
指標 indicator
徹底 thorough
句子 sentences
句子 sentence
麵包 bread
商務 commerce
商務 biz
商務 business
議長 speaker
使徒 apostles
使徒 apostle
使徒 apostolic
聖母 madonna
巴拉圭 paraguay
過往 past
教導 teachings
可愛 cute
可愛 lovely
可愛 cutie
可愛 adorable
兔子 bunny
兔子 rabbit
超新星 supernova
大洋洲 ofc
大洋洲 oceania
封建 feudal
較小 smaller
針 needles
針 needle
丈 joe
蝙蝠 bat
褐 brown
或許 perhaps
或許 maybe
煤炭 coal
真空 vacuum
鬥士 fighters
鬥士 fighter
星空 stars
減弱 weaken
牡丹 peony
蔬菜 vegetable
蔬菜 vegetables
蔬菜 veggies
索引 index
索引 indexing
索引 indexes
華麗 glam
華麗 magnificent
華麗 gorgeous
木材 wood
木材 lumber
木材 timber
唱歌 sing
唱歌 singing
正規 formal
模特 models
模特 modeling
放射性 radiation
放射性 radiological
放射性 radioactivity
放射性 radioactive
候選 candidacies
候選 candidate
埋 bury
埋 buried
閃電 lightning
零件 parts
儀器 instrumentation
儀器 apparatus
儀器 instrument
儀器 instruments
活塞 piston
活塞 pistons
抽象 abstract
抽象 abstraction
保健 healthcare
魔術 trick
魔術 magic
週一 monday
流動 flow
流動 mobility
中斷 interrupt
中斷 break
連線 connect
電壓 voltage
奇蹟 miracles
奇蹟 miracle
煮 cook
煮 cooking
煮 boil
專屬 exclusive
相機 camera
相機 cameras
土著 indigenous
進化 evolve
進化 evolution
進化 evolutionary
進化 evolved
家鄉 hometown
聖誕 christmas
明亮 bright
幼稚園 kindergarten
幼稚園 kindergartens
起草 drafting
巡航 cruises
巡航 cruising
巡航 cruise
巧克力 chocolate
熊本 kumamoto
將來 future
無敵 invincible
無敵 unbeatable
雷諾 reno
體操 calisthenics
體操 gymnastics
廟宇 temples
欠 owe
講座 lectures
講座 lecture
照明 illumination
照明 lighting
行銷 marketing
外籍 expatriate
外籍 foreign
海地 haiti
查詢 query
查詢 enquiries
查詢 inquiry
查詢 inquiries
查詢 queries
語音 voice
語音 speech
甲板 decks
甲板 deck
墓葬 tombs
染色 staining
染色 stain
染色 dyed
染色 dye
派系 factions
派系 factional
派系 faction
話題 topic
鎊 pound
行業 industries
行業 industry
行業 trades
孤立 isolation
孤立 isolate
孤立 isolated
詞彙 glossary
詞彙 vocabulary
售出 sold
飯 rice
飯 meal
危害 harm
危害 hazards
危害 hazard
撥 dial
肖像 portrait
肖像 portraits
憤怒 anger
憤怒 angry
憤怒 rage
旗幟 banner
旗幟 flag
旗幟 flags
巡洋艦 cruisers
巡洋艦 cruiser
間接 indirect
間接 indirectly
長崎 nagasaki
負面 negative
適應 adapting
適應 adaptation
適應 adapt
關心 caring
關心 care
早晨 morning
神學 theology
訴訟 litigation
訴訟 lawsuits
訴訟 lawsuit
水道 aqueduct
水道 waterway
水道 waterways
水道 watercourse
水道 watercourses
餐 meal
餐 meals
現代化 modernizing
現代化 modernization
現代化 modern
現代化 modernize
現代化 modernisation
後裔 descendant
後裔 descendants
累計 accumulated
累計 cumulative
堪薩斯州 kansas
旅程 journey
公墓 cemeteries
公墓 cemetery
相互作用 interaction
相互作用 interactions
船舶 ship
船舶 ships
漢堡 burger
漢堡 hamburg
嬰兒 baby
嬰兒 infant
嬰兒 babies
帆船 sailboat
帆船 sailing
毀滅 destroy
毀滅 destruction
客棧 tavern
客棧 inn
客棧 hostel
讀書 reading
裘 qiu
勇敢 brave
中西部 midwest
選票 votes
選票 ballot
選票 ballots
入場 entrance
科目 subjects
週末 weekends
週末 weekend
董事會 board
時常 often
中興 zte
赫爾 hull
接力 relay
水庫 dam
水庫 reservoirs
水庫 reservoir
收益 revenue
收益 earnings
收益 proceeds
隨機 random
新興 emerging
投訴 complaints
投訴 complaint
小隊 squad
認知 cognitive
博覽會 exposition
博覽會 expo
佔據 occupy
見習 trainee
準確 accurate
山頂 hilltop
山頂 peak
製造商 manufacturers
製造商 manufacturer
陸地 terrestrial
陸地 land
金錢 money
主人公 protagonist
海德堡 heidelberg
亮度 lightness
亮度 brightness
提早 early
會計 accounting
會計 accountant
會計 accountancy
派對 party
灌溉 irrigation
灌溉 irrigate
高麗 koryo
國土 homeland
導師 tutor
導師 mentor
導師 mentors
包裝 package
包裝 wrapping
包裝 packaging
包裝 packing
包裝 wrap
應付 coping
義務 obligations
義務 obligation
煙 cigarette
煙 smoke
煙 cigarettes
鑽 drilling
鑽 drill
情景 scenarios
情景 scenario
海口 haikou
想像 imagination
想像 imagine
傳輸 transmission
揭露 reveal
揭露 expose
揭露 uncover
樹林 woods
節奏 tempo
節奏 rhythm
醉 drunken
醉 drunk
陣容 lineup
民俗 folk
民俗 folklore
多媒體 multimedia
中毒 poisoning
中毒 poisoned
瞬間 moments
瞬間 instant
阿曼 oman
阿曼 aman
阿曼 amman
物資 materiel
郵政 post
郵政 postal
解析 parse
解析 analytic
解析 parsing
秋田 akita
繪製 draw
繪製 draws
偵測 detection
偵測 detect
差別 difference
籌備 preparation
籌備 preparations
獎牌 medal
獎牌 medals
大田 ota
大田 daejeon
新娘 bride
麻煩 trouble
疏散 evacuate
疏散 evacuation
縱 longitudinal
隼 falcon
化身 incarnation
化身 avatar
欣賞 appreciating
欣賞 appreciate
欣賞 admiring
出版物 publications
出版物 publication
表彰 commendation
表彰 recognition
鼓手 drummer
安哥拉 angola
陶瓷 ceramic
陶瓷 ceramics
抵制 resist
抵制 boycotts
抵制 resistance
抵制 boycott
容器 container
容器 containers
相應 corresponding
芙蓉 flo
哺乳 breastfeeding
哺乳 nursing
哺乳 lactation
目的地 destination
目的地 destinations
咒 spell
咒 curse
滑冰 skating
滑冰 skate
大島 oshima
和解 reconciliation
白俄羅斯 belarus
底下 bottom
成份 ingredient
成份 ingredients
入學 admission
入學 enrolment
入學 enrollment
詹姆士 james
詢問 queries
詢問 query
詢問 inquiries
敢 dare
淚 tear
淚 tears
別名 alias
別名 aliases
釣魚 fishing
削弱 weakened
削弱 weakening
削弱 weaken
披露 disclosure
披露 disclosures
識別 identification
自行車 cycling
自行車 bike
自行車 bicycle
巡演 touring
細節 details
細節 detail
石碑 stele
賠償 reparation
賠償 compensation
賠償 reparations
滑雪 ski
滑雪 skiing
常數 constant
常數 constants
摩托 motorcycle
摩托 moto
家用 household
家用 domestic
罪犯 criminal
罪犯 criminals
罪犯 offender
富裕 wealthy
導彈 missiles
導彈 missile
協商 consultation
協商 consultations
電梯 lift
電梯 elevator
操縱 manipulate
操縱 manipulation
非正式 unofficial
非正式 unofficially
非正式 informally
蛾 moth
困 sleepy
王妃 princess
不當 improper
不當 inappropriate
瀏覽器 browsers
瀏覽器 browser
心情 reactions
心情 mood
不丹 bhutan
沙皇 tsar
弧 arc
帥 handsome
武漢 wuhan
語法 grammar
語法 syntax
橄欖球 football
橄欖球 rugby
罐 jars
罐 jar
星際 interstellar
流放 exile
流放 exiled
流放 banishment
農場 farm
農場 farms
寶石 gems
寶石 jewel
寶石 gem
拿破崙 napoleon
存活 survival
炮塔 turret
宣誓 sworn
宣誓 oath
生理 physiological
生理 physiology
丹尼爾 daniel
現金 cash
咬 bite
火炬 torch
低音 bass
八卦 gossip
勸 persuasion
車道 lane
車道 driveway
跳水 diving
跳水 dive
格鬥 fighting
巨型 giant
安葬 interment
增援 reinforcements
增援 reinforcement
頭髮 hair
和尚 monk
和尚 monks
整修 renovations
整修 renovation
整修 refurbishment
罕見 rare
家長 parents
家長 parent
集團軍 army
司長 director
玉米 corn
約瑟夫 joseph
核定 approved
西門 simon
泵 pump
泵 pumps
長江 yangtze
辯論 debate
辯論 debating
辯論 debates
巡回 roving
討厭 hate
剩餘 residual
剩餘 remaining
剩餘 surplus
搭檔 partner
夜晚 nights
夜晚 night
法師 mage
天河 tianhe
補助 subsidy
補助 subsidies
轉型 transition
轉型 transformation
負擔 burdens
負擔 burden
信託 trust
信託 trusts
關聯 correlation
不便 inconvenient
不便 inconvenience
作物 crops
作物 crop
檢察官 prosecutors
檢察官 prosecutor
桌面 desktops
桌面 desktop
歧視 discrimination
歧視 discriminatory
芽 buds
芽 bud
跳舞 dance
跳舞 dancing
疫苗 vaccines
疫苗 vaccine
干擾 jamming
干擾 interference
精度 precision
精度 accuracy
講師 lecturer
講師 lecturers
講師 docent
恭喜 congratulations
終點站 terminal
粘 sticky
酒精 alcohol
傘 umbrella
法規 statute
儒家 confucianism
儒家 confucian
追擊 pursuit
單車 cycling
單車 bike
單車 bicycle
景觀 landscapes
景觀 landscape
本田 honda
控制器 controller
推力 thrust
限量 limited
犧牲 sacrifices
犧牲 sacrifice
實質 essence
實質 substance
公約 conventions
午夜 midnight
塑料 plastics
塑料 plastic
哭 cry
哭 crying
參議員 senator
一月 january
汽油 petrol
汽油 gas
汽油 gasoline
地主 landowners
地主 landlord
臀 hip
臀 hips
難民 refugee
難民 refugees
科威特 kuwait
荔枝 lychee
報名 enroll
毒品 drugs
衰落 decline
衰落 declining
賊 thieves
賊 thief
興起 emergence
中尉 lieutenant
禪 zen
爭論 arguing
爭論 argue
爭論 controversy
爭論 argument
爭論 arguments
商標 trademark
商標 trademarks
輔導 counselling
輔導 coaching
輔導 mentoring
輔導 counseling
輔導 tutoring
轉變 transformation
轉變 transform
公噸 tonne
公噸 tonnes
實踐 practice
天鵝 swans
天鵝 swan
喝 drink
受損 damaged
夢幻 dream
夢幻 dreamy
音效 sound
壇 altar
教派 sect
教派 sects
囚禁 imprisonment
囚禁 incarceration
囚禁 imprisoned
染 dye
染 dyed
始祖 patriarchs
實用 practical
實用 practicality
實用 useful
實用 utility
水星 mercury
上野 ueno
落後 backward
剛果 congo
喪失 loss
注射 injections
注射 injection
注射 inject
地底 underground
傳遞 relay
曙光 twilight
曙光 dawning
研究員 researcher
研究員 fellows
心靈 mind
頭顱 skull
遺跡 relic
遺跡 remnant
遺跡 relics
遺跡 ruins
鸚鵡 parrots
鸚鵡 parakeet
鸚鵡 parrot
約會 date
約會 dating
緊張 nervous
光束 beam
光束 beams
澄清 clarifying
澄清 clarification
壞 bad
滿意 satisfaction
滿意 satisfied
合計 aggregate
合計 aggregation
合計 aggregated
囚犯 prisoner
囚犯 prisoners
底盤 chassis
便宜 cheap
便宜 cheaper
影子 shadows
影子 shadow
緩慢 slow
產量 yield
產量 production
產量 yields
報章 newspaper
報章 newspapers
死神 death
死神 shinigami
大海 sea
緊 tight
自衛隊 sdf
廣義 wider
廣義 broad
廣義 generalized
廣義 broader
摘要 abstract
摘要 summaries
讚 liked
讚 like
讚 likes
檢驗 testing
麒麟 kirin
懸掛 hoisted
多重 multiple
火災 fire
火災 fires
尺度 scales
環繞 surround
巴巴 baba
復出 comeback
客人 guest
客人 guests
精確 precise
精確 accurate
精確 exact
精確 precision
拘留 detention
拘留 detentions
護理 caregiving
護理 nursing
護理 care
成像 imaging
諷刺 ironic
諷刺 sarcasm
諷刺 irony
地板 floors
地板 flooring
地板 floor
鬥爭 struggle
檢測 detection
冰島 iceland
排放 emission
排放 emissions
牛奶 milk
原生 native
交響曲 symphony
梳 comb
棕色 brown
臧 zang
受邀 invited
氏族 clan
氏族 clans
稍微 slightly
醛 aldehyde
依賴 dependent
依賴 dependency
依賴 dependence
依賴 reliance
共振 resonant
共振 resonance
戰時 wartime
硫酸 sulfate
手指 finger
手指 fingers
投影 projection
署長 administrator
論述 discourses
面具 mask
面具 masks
雷射 laser
洛陽 luoyang
效能 effectiveness
皇冠 crown
統治者 rulers
統治者 ruler
豪華 deluxe
豪華 luxury
豪華 luxurious
認真 serious
認真 seriously
簽證 visas
簽證 visa
全能 almighty
嶺南 lingnan
就業 employment
電動 electric
戀人 lovers
小野 ono
指派 assignment
指派 assigned
指派 assignments
指派 assigning
指派 assign
毒性 toxic
毒性 toxicity
賭 gambling
賭 bet
太太 mrs
翅膀 wings
刷 brush
寬度 width
寬度 breadth
字典 dictionaries
字典 dictionary
激素 hormone
激素 hormones
盟友 allies
盟友 ally
墨爾本 melbourne
桶 barrels
桶 barrel
桶 bucket
桶 buckets
對立 opposing
對立 antagonism
對立 rivalry
對立 confrontation
對立 opposites
男生 boys
惡化 worsening
網址 url
網址 urls
鍵盤 keyboards
鍵盤 keyboard
奴隸 slave
休閒 recreation
休閒 casual
休閒 leisure
犯人 prisoner
犯人 prisoners
同伴 companion
壓縮 compress
壓縮 compression
壓縮 compressed
果實 fruit
果實 fruits
各州 counties
各州 cantons
壽命 longevity
缺席 absent
缺席 absence
缺席 absentee
基輔 kiev
七個 seven
綁架 abduction
綁架 kidnapping
反叛 insurgency
反叛 rebel
反叛 rebellion
西班牙語 spanish
修理 repair
修理 repairs
丹佛 denver
近海 inshore
近海 offshore
阿部 abe
衰退 recession
玻利維亞 bolivia
墜毀 crash
